id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4746540994267267,LjwK7hU6T,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️6号线高青路地铁站博学家园南大主卧一室户3580,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-13 12:50,上海租房超话,"['https://wx1.sinaimg.cn/large/006PsTyEly1h085t8oqfvj31400u0jvl.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h085t8yww4j31400u0jv8.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h085t9ccccj31400u0adw.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h085t9pqrnj30u0140dj2.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h085ta6r4dj31400u0jve.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h085taphy2j31400u0tce.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h085tbbrrsj30u0140gp1.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h085tbp9zmj30u014078j.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h085tc0l6hj30qo1jftbd.jpg']",,
4746540881022251,LjwJW4hVV,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️大华锦绣华城九街区北艾路1200弄南次卧价格2500限住一个人、民用水电燃气、免费，7/13号线L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-13 12:49,上海租房超话,,"http://f.video.weibocdn.com/o0/ynj7ZxxLlx07UrB9inF601041200bTxS0E010.mp4?label=mp4_720p&template=720x1312.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877025&ssig=e4NQp%2FXfQk&KID=unistore,video",
4746540222514547,LjwISay9d,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️11号线三林东站杉林新月799弄原始厨房，原始卫生间，原始主卧带飘窗天然气烧饭，天然气洗澡3280（包水，网，燃气）,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-13 12:47,上海租房超话,"['https://wx4.sinaimg.cn/large/006PsTyEly1h085q2n72oj30u0140dja.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h085q46dfsj30u01400xj.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h085q4tvu6j30u014044u.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h085q5h1lvj30u01hck15.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h085q5wncpj30qo1jftbd.jpg']",,
4746540068110889,LjwICy20N,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️★13号线北蔡地铁[烟花莲中路174弄间2580燃气厨房卫生间：住两个人没有问题L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-13 12:46,上海租房超话,,"http://f.video.weibocdn.com/o0/0Cr424zplx07UrAW5BzW010412002AfU0E010.mp4?label=mp4_hd&template=448x816.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877025&ssig=BS%2FhXFM%2FRz&KID=unistore,video",
4746516927349008,Ljw7iuPOo,6401500282,八字与六级不合,昨天晚上做梦梦到回石家庄见导师，和导师一起去了世纪公园，一进公园导师就让我给她拍照，结果我手机坏了，然后又问我会不会划船要和我去划船，我说不太会，导师说那你会啥？那我不要你了，你走吧,,,,,0,0,1,2022-03-13 11:14,iPhone客户端,,,
4746516545142896,Ljw6GlzTW,2739597567,firesandwings,今日醒来感想：幸好赶在各大公园闭园前的阳光明媚的下午去绕世纪公园兜了两小时圈可惜没有多拍点照片,,,,,0,0,0,2022-03-13 11:13,iPhone客户端,,,
4746506811212189,LjvQZ55lr,6168359421,小名叫恋爱,姐妹：嗯对对对好卧槽好看好看美死了#世纪公园##汉服##春天来了##梅花#,,上海·徐泾,,"世纪公园,汉服,春天来了,梅花",0,1,1,2022-03-13 10:34,iPhone客户端,"['https://wx4.sinaimg.cn/large/006JrO45ly1h081i0bepxj32c0340u0y.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081i4epxbj33402c0e82.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081icu97vj33402c0nph.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081l1558lj32c0340u11.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081n7bz3gj32c0340qv6.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081ih3h6hj32c03407wj.jpg', 'https://wx3.sinaimg.cn/large/006JrO45ly1h081ijt7p8j32c0340qv7.jpg', 'https://wx1.sinaimg.cn/large/006JrO45ly1h081hx45b6j32c03401ky.jpg', 'https://wx2.sinaimg.cn/large/006JrO45ly1h081illitnj32c0340hdu.jpg']",,
4746506130954686,LjvPT40ma,5347743709,七月肥仔,豆瓣租房上海闲鱼租房房东直租，无中介费，可月付房源多图片真实都是自己拍的6号线：港城路，外高桥保税区南北站，航津路，洲海路，五洲大道，东靖路，巨峰路，五莲路，博兴路，金桥路，云山路，德平路，北洋泾路，民生路，源深体育中心，世纪大道，浦电路，蓝村路，上海儿童医院，临沂新村2号线:世纪大道，上海科技馆，世纪公园，龙阳路9号线:曹路，民雷路，顾塘路，金海路，金桥，台儿庄路，蓝天路，芳甸路，杨高中路，世纪大道，商城路12号线:金海路，申江路，金京路，杨高北路，巨峰路，东陆路4号线:塘桥，蓝村路，浦电路，世纪大道10号线:双江路，基隆路，高桥，高桥西，国帆路500-1500元小单间1500-2000元南主卧1800-4000左右带独立阳台1900-6500左右独立卫生间2800-6500左右主卧带独立卫生间整租一室4000以上整租两室一厅5500以上整租三室一厅8000以上别墅，洋房30000起毛坯房精装修豪装都有，无中介费可月付随时欢迎小哥哥小姐姐看房😁微信同手机号:13020287795房东直租，无中介费，可月付房源多图片真实都是自己拍的L七月肥仔的微博视频,,,,,0,0,1,2022-03-13 10:31,豆瓣租房超话,,"http://f.video.weibocdn.com/o0/y275TDJKlx07UqjQqwic010412004azT0E010.mp4?label=mp4_720p&template=544x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877025&ssig=I0XnP7KT5G&KID=unistore,video",
4746502520441792,LjvK41QVG,5892437306,周到上海,【世纪公园、共青森林公园等100多所公园暂停开放，游上海植物园等需24小时核酸阴性报告】今天起，世纪公园、古猗园、共青森林公园、上海大观园、鲁迅公园、黄兴公园等公园暂停开放，上海植物园、上海动物园、长兴岛郊野公园等目前尚在开放中，但游览须出示24小时内核酸阴性报告。辰山植物园目前仍在开放中，但可能即将调整入园措施，市民游客关注公园微信公众号。O世纪公园、共青森林公园等100多所公园暂停开放，游上海植物园等需24小时核酸阴性报告,,,,,2,0,3,2022-03-13 10:17,新版微博 weibo.com,"['https://wx2.sinaimg.cn/large/006qM47ogy1h081esug17j30ku0nutbp.jpg', 'https://wx4.sinaimg.cn/large/006qM47ogy1h081et1t1ij30ku0u8gn1.jpg', 'https://wx3.sinaimg.cn/large/006qM47ogy1h081etjdvkj30ku10hmyv.jpg', 'https://wx1.sinaimg.cn/large/006qM47ogy1h081etrf0lj30ku10xjsw.jpg', 'https://wx3.sinaimg.cn/large/006qM47ogy1h081etwmu3j30ku0qat9z.jpg', 'https://wx4.sinaimg.cn/large/006qM47ogy1h081eu252pj30ku0vx402.jpg', 'https://wx3.sinaimg.cn/large/006qM47ogy1h081eu9h2sj30ku0bb3z8.jpg']",,
4746499927576079,LjvFSvMSP,2831535282,编钟悠扬,摄影人#中国旅游印象#迎春—世纪公园@青岛交通广播FM897,,,青岛交通广播FM897,中国旅游印象,0,3,26,2022-03-13 10:07,,"['https://wx3.sinaimg.cn/large/a8c5ccb2ly1h080rcblzgj21900u0wnr.jpg', 'https://wx1.sinaimg.cn/large/a8c5ccb2ly1h07jk4ia5hj21900u0458.jpg', 'https://wx2.sinaimg.cn/large/a8c5ccb2ly1h07zxr369sj20qo14iwgz.jpg', 'https://wx3.sinaimg.cn/large/a8c5ccb2ly1h07jk5x553j21880u076v.jpg', 'https://wx2.sinaimg.cn/large/a8c5ccb2ly1h080pzwdq8j219l0u0ae3.jpg', 'https://wx2.sinaimg.cn/large/a8c5ccb2ly1h08120ctyej21f20u0tc9.jpg', 'https://wx2.sinaimg.cn/large/a8c5ccb2ly1h07zzygwprj21900u0q88.jpg', 'https://wx3.sinaimg.cn/large/a8c5ccb2ly1h08121bt5vj21900u0gta.jpg', 'https://wx4.sinaimg.cn/large/a8c5ccb2ly1h08120qwp3j21900u0q5v.jpg']",,
4746493535715969,LjvvznYZ3,1590958487,许博淳WatermelonLuke,上海平日里最热闹的世纪公园，今天只剩下鸟叫L许博淳WatermelonLuke的微博视频,,,,,0,0,0,2022-03-13 09:41,iPhone客户端,,"http://f.video.weibocdn.com/o0/UjoyiYTqlx07UrofWVDO01041200JI7n0E010.mp4?label=mp4_720p&template=1280x592.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877025&ssig=BGR4pwcxyn&KID=unistore,video",
4746491836764903,LjvsPsnRl,1314608344,新闻晨报,【世纪公园、共青森林公园等100多所公园暂停开放，游上海植物园等需24小时核酸阴性报告】今天起，世纪公园、古猗园、共青森林公园、上海大观园、鲁迅公园、黄兴公园等公园暂停开放，上海植物园、上海动物园、长兴岛郊野公园等目前尚在开放中，但游览须出示24小时内核酸阴性报告。辰山植物园目前仍在开放中，但可能即将调整入园措施，市民游客关注公园微信公众号。市公园管理部门介绍，截至3月12日12:00，本市现有104座公园采取临时闭园措施。截至3月12日中午，闭园公园信息见图1。·上海植物园、上海动物园室内场馆暂停开放·辰山植物园温室景点暂停开放·宝山区友谊公园、永清苑、罗溪公园、泗塘公园、顾村公园、上海淞沪抗战纪念公园、上海吴淞炮台湾国家湿地公园等7座公园内的茶室、餐馆等室内场所暂停开放。·杨浦区复兴岛公园、杨浦公园内的党群服务站暂停开放·延春公园、杨浦公园、松鹤公园、平凉公园、内江公园等5座公园内茶室暂停开放·奉贤区古华公园室内厅堂暂停开放·金山区荟萃园、亭林公园、古松园、廊下郊野公园廊下生态园等4座公园室内场馆暂停开放已闭园的公园和室内场所恢复开放时间另行通知。公园管理部门提醒，市民在游园期间规范佩戴口罩，做好防疫“三件套”、防疫“五还要”。O世纪公园、共青森林公园等100多所公园暂停开放，游上海植物园等需24小时核酸阴性报告,,,,,35,9,25,2022-03-13 09:35,微博 weibo.com,"['https://wx4.sinaimg.cn/large/001qXXGogy1h08063rttpj60ku0nuad102.jpg', 'https://wx4.sinaimg.cn/large/001qXXGogy1h08063t3b1j60ku0u8wfw02.jpg', 'https://wx1.sinaimg.cn/large/001qXXGogy1h08063tk02j60ku10h40702.jpg', 'https://wx4.sinaimg.cn/large/001qXXGogy1h08063wem2j60ku10xdhb02.jpg', 'https://wx2.sinaimg.cn/large/001qXXGogy1h08063urlhj60ku0qat9y02.jpg', 'https://wx4.sinaimg.cn/large/001qXXGogy1h08063vfzgj60ku0vxgn502.jpg', 'https://wx3.sinaimg.cn/large/001qXXGogy1h08063w9y5j60ku0bbjs302.jpg']",,
4746477244516660,Ljv5iiWZm,1866505877,vivian_little,晚上7点左右的海口世纪公园真是一会儿一个天,,海口·世纪公园,,,0,0,0,2022-03-13 08:37,iPhone客户端,"['https://wx4.sinaimg.cn/large/6f409e95gy1h07ybaee6uj21ho1zku0x.jpg', 'https://wx3.sinaimg.cn/large/6f409e95gy1h07ybisj8sj23402c01l0.jpg', 'https://wx4.sinaimg.cn/large/6f409e95gy1h07yecpeqcj21ho1zkx6p.jpg', 'https://wx4.sinaimg.cn/large/6f409e95gy1h07ydj5wvzj218w0u0k2h.jpg', 'https://wx1.sinaimg.cn/large/6f409e95gy1h07ybfltq6j218w0u0gur.jpg', 'https://wx4.sinaimg.cn/large/6f409e95gy1h07ybgmyvvj23402c0e82.jpg', 'https://wx4.sinaimg.cn/large/6f409e95gy1h07ybdeu8kj23402c04qq.jpg', 'https://wx2.sinaimg.cn/large/6f409e95gy1h07ybf4fsdj23402c0e82.jpg', 'https://wx3.sinaimg.cn/large/6f409e95gy1h07ybbotauj23402c0npe.jpg']",,
4746466695841123,LjuOhovxF,1851808422,爱吃红烧肉的豆豆MM,昨天刚去的世纪公园，晚上就看到公园要被关闭的消息,,,,,0,0,0,2022-03-13 07:55,HUAWEI Mate 10 Pro,,,
4746349318245502,LjrKXyB1Y,6820637931,是夜歌啦,今天和小鱼一起在世纪公园骑老爷车听着五月天的拥抱突然感觉到夏天的味道又充斥着整个鼻腔就像那种出了一天汗的手臂摸起来粘粘的尝起来咸咸的突然觉得这样的瞬间也不赖如果是相爱的人骑着车在公园里迷路月亮变成黄黄澄澄毛茸茸的一团球路灯星星帐篷都变成闪烁的精灵,,,,,0,1,9,2022-03-13 00:08,iPhone 12 Pro,,,
4746347485335650,LjrI0mo2S,5586227597,qij73968,下午去跑了5K，打卡了世纪公园的网红manner，晚上给朋友过了生日，开开心心到家发现楼被封了，忐忑又乖巧地原地隔离,,,,,0,0,0,2022-03-13 00:01,iPhone客户端,"['https://wx4.sinaimg.cn/large/00663eZ7ly1h07jjzs4w4j30u0140agj.jpg', 'https://wx4.sinaimg.cn/large/00663eZ7ly1h07jk15c4fj31930u0h5g.jpg', 'https://wx4.sinaimg.cn/large/00663eZ7ly1h07jk209eqj31400u0k4g.jpg', 'https://wx4.sinaimg.cn/large/00663eZ7ly1h07jk2u5u1j31400u07da.jpg']",,
4745214856004408,LiYfbpc1i,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️6-11双轨地铁口，尚桂苑小区，朝南带阳台独立厨卫一室户3580/月L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 21:00,上海租房超话,,"http://f.video.weibocdn.com/o0/cY6LDu7Elx07UlLiChHq010412008vM20E010.mp4?label=mp4_720p&template=720x1312.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=adqs754YvO&KID=unistore,video",
4745214764253623,LiYf2hQyP,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️7号线杨高南路13号线华鹏路地铁站！整租原始两房一厅7200/月！85平左右电梯楼L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 21:00,上海租房超话,,"http://f.video.weibocdn.com/o0/7NSBgnFelx07UlLhcUOk01041200egDn0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=ctjsM83oTJ&KID=unistore,video",
4745214708946106,LiYeWBxi2,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️8号线杨思地铁站零距离！整租两房豪华装修格局超棒7200/月L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 21:00,上海租房超话,,"http://f.video.weibocdn.com/o0/RWwNqnVOlx07UlLgnkBq01041200eprb0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=rrifRYdDjN&KID=unistore,video",
4745214612999547,LiYeNcAjN,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️13号线陈春路地铁站附近朝南一室户3500元L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:59,上海租房超话,,"http://f.video.weibocdn.com/o0/wx2iQSVclx07UlLerIuc010412008tF60E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=xwg46O41qI&KID=unistore,video",
4745214529374628,LiYeEDkLG,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️6-11双轨地铁口，尚桂苑小区，朝南独立厨卫一室户2500L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:59,上海租房超话,,"http://f.video.weibocdn.com/o0/fz2oRloWlx07UlLdfEbK01041200ciYn0E010.mp4?label=mp4_720p&template=544x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=FNXDvmiJ83&KID=unistore,video",
4745214449943481,LiYewFIKJ,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️6-11双轨地铁口，尚桂苑小区，朝南独立厨卫一室户2700/月，L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:59,上海租房超话,,"http://f.video.weibocdn.com/o0/Gc9QXi9elx07UlLbQuso010412006QNX0E010.mp4?label=mp4_720p&template=544x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=YOCzL2g4T6&KID=unistore,video",
4745214399614469,LiYerEla5,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️8号线芦恒路地铁，🈳️依水园二期（AB套就两户）密码锁🔒[玫瑰]右一天然气厨房独立一室户2999元每🈷️L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:58,上海租房超话,,"http://f.video.weibocdn.com/o0/lfOVrqUwlx07UlLbnlZS01041200cVNg0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=Xj%2FCuamQ2U&KID=unistore,video",
4745214352426199,LiYenabaf,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️❤️8号线凌兆新村站（400米）岭南苑朝北单间1780元/月步行到地铁6分钟首次出租拎包即可入住看房随时L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:58,上海租房超话,,"http://f.video.weibocdn.com/o0/qmpaAiIUlx07UlLaApzq01041200b72r0E010.mp4?label=mp4_720p&template=1312x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=Bd2F2Df76z&KID=unistore,video",
4745214125674325,LiYe0nO9n,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️金苹果花园🍎上南路3500弄电梯A朝南主卧2700（民用水电煤）临近6号线上南站，8号线杨思站地铁8号线杨思站地铁,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:57,上海租房超话,"['https://wx4.sinaimg.cn/large/006PsTyEly1h03xfa5j82j31400u0dj7.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h03xfakg9nj31400u0di7.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h03xfazivkj31400u0whh.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h03xfbbp0aj30mi0u0wgg.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h03xfc0heqj30mi0u0q4u.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h03xfcg9btj30qo1jftbd.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h03xfd63c3j30u01hck15.jpg']",,
4745214084518460,LiYdWiXso,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️11/18号线御桥地铁站附近原始次卧一室户2250元L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:57,上海租房超话,,"http://f.video.weibocdn.com/o0/pjyRu4jilx07UlL60LlC010412009qr70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=DnLYzdJ2Rp&KID=unistore,video",
4745214004561779,LiYdOj8J5,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️13/18号线莲溪路地铁站附近朝南一室户1900元L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:57,上海租房超话,,"http://f.video.weibocdn.com/o0/Sr2CQ4iylx07UlL4vk8E010412004LZn0E010.mp4?label=mp4_720p&template=544x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=lrR7S07UGs&KID=unistore,video",
4745213924346200,LiYdGieE0,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️13/18号线莲溪路地铁站附近朝南一室户1980元L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:57,上海租房超话,,"http://f.video.weibocdn.com/o0/A2oUBZt4lx07UlL2Zqju010412009P4m0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=jZhpTvXlSG&KID=unistore,video",
4745213845442785,LiYdymPUR,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️博学家园精装朝南主卧带原始卫生间一室户3580元，6号线高青路L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-09 20:56,上海租房超话,,"http://f.video.weibocdn.com/o0/DQ9JoWAzlx07UlL1PlQs01041200eDbI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652877039&ssig=5XQpCnQn7r&KID=unistore,video",
